sample_id,file_name,file_path,file_size_bytes,date,start_time,end_time,orbit_id,scan_size,ray_size,z_size,variable_count,variables,missing_key_variables,has_p,has_t,has_q,latitude_min,latitude_max,longitude_min,longitude_max,total_voxel_count,gr_sparse_valid_count,gr_sparse_valid_ratio,gr_interp_valid_count,gr_interp_valid_ratio,gr_profiles_with_observation,gr_below_9dbz_count,dpr_dbz_valid_count,dpr_dbz_valid_ratio,pre_valid_count,pre_missing_count,pre_zero_count,pre_positive_count,pre_zero_ratio,pre_qc_valid_count,pre_qc_zero_count,pre_qc_positive_count,gr_dpr_overlap_count,gr_valid_pre_positive_count,gr_missing_pre_positive_count,gr_missing_interp_valid_count,pre_p50_positive,pre_p90_positive,pre_p95_positive,pre_p99_positive,pre_max,pre_gt_1_count,pre_gt_5_count,pre_gt_10_count,pre_gt_20_count,pre_gt_50_count,no_precip_profile_count,stratiform_profile_count,convective_profile_count,other_precip_profile_count,cfb_valid_profile_count,cfb_invalid_profile_count,cfb_clutter_cell_count,dpr_mask_equals_positive_rain,dpr_valid_pre_zero_count,dpr_missing_pre_positive_count,status,warning_count,warning_messages,split
2A.GPM.DPR.V9-20211125.20170528-S085659-E102933.018447.V07A,2A.GPM.DPR.V9-20211125.20170528-S085659-E102933.018447.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170528-S085659-E102933.018447.V07A.nc,91391281,2017-05-28,2017-05-28T09:55:54,2017-05-28T09:59:59,018447,351,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,22.131855010986328,37.09946060180664,110.6868667602539,120.88916015625,1031940,3633,0.0035205535205535205,15089,0.01462197414578367,2265,1824,448,0.0004341337674671008,1016798,15142,1016350,448,0.9995594011789952,919044,918700,344,40,40,408,11456,0.4599999785423279,0.8580000162124635,1.023249977827072,1.162650020122528,1.3550000190734863,25,0,0,0,0,17163,16,5,15,17199,0,112896,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170528-S225010-E002243.018456.V07A,2A.GPM.DPR.V9-20211125.20170528-S225010-E002243.018456.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170528-S225010-E002243.018456.V07A.nc,78115777,2017-05-28,2017-05-28T23:19:02,2017-05-28T23:22:32,018456,300,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,19.757675170898438,32.8629264831543,117.55574035644531,126.02059173583984,882000,662,0.0007505668934240363,3817,0.004327664399092971,355,323,3595,0.0040759637188208615,877333,4667,873738,3595,0.9959023540662439,795209,792851,2358,0,0,3595,3155,0.5400000214576721,3.048000001907348,4.852999973297116,13.488699779510464,27.709999084472656,971,168,49,13,0,14469,71,156,4,14700,0,86791,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170530-S071415-E084648.018477.V07A,2A.GPM.DPR.V9-20211125.20170530-S071415-E084648.018477.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170530-S071415-E084648.018477.V07A.nc,22409292,2017-05-30,2017-05-30T08:10:58,2017-05-30T08:11:57,018477,86,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,39.83391571044922,44.26813507080078,122.25,127.48654174804688,252840,0,0.0,0,0.0,0,0,330,0.0013051732320835312,247613,5227,247283,330,0.998667275143066,223325,223044,281,0,0,330,0,0.2800000011920929,0.4355000019073487,0.4905000090599061,0.6735500133037566,1.8899999856948853,1,0,0,0,0,4174,9,1,30,4214,0,29515,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170530-S084649-E101922.018478.V07A,2A.GPM.DPR.V9-20211125.20170530-S084649-E101922.018478.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170530-S084649-E101922.018478.V07A.nc,84363073,2017-05-30,2017-05-30T09:46:40,2017-05-30T09:50:27,018478,324,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,19.935205459594727,33.90807342529297,106.59066772460938,115.71695709228516,952560,2396,0.002515327118501722,11032,0.011581422692533804,1365,1197,550,0.0005773914504073234,926835,25725,926285,550,0.9994065826171864,831477,830965,512,127,127,423,8636,0.33000001311302185,0.5904999792575837,0.7427500069141386,1.4760499668121305,17.985000610351562,17,2,2,0,0,15794,4,7,71,15876,0,121083,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170530-S223959-E001232.018487.V07A,2A.GPM.DPR.V9-20211125.20170530-S223959-E001232.018487.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170530-S223959-E001232.018487.V07A.nc,165838225,2017-05-30,2017-05-30T23:07:42,2017-05-30T23:15:07,018487,637,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,15.698758125305176,42.09440994262695,109.55599212646484,126.3435287475586,1872780,21598,0.011532587917427568,53061,0.028332745971229936,6914,7737,14836,0.0079219128781811,1862029,10751,1847193,14836,0.9920323475090882,1691878,1680286,11592,6011,6011,8825,31463,0.5,2.059999942779541,3.1362499594688416,7.407750129699695,23.489999771118164,3785,314,70,4,0,30181,405,322,305,31213,0,180902,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170601-S070348-E083621.018508.V07A,2A.GPM.DPR.V9-20211125.20170601-S070348-E083621.018508.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170601-S070348-E083621.018508.V07A.nc,50782943,2017-06-01,2017-06-01T08:00:45,2017-06-01T08:03:01,018508,195,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,34.94589614868164,43.531951904296875,116.77867126464844,124.87191009521484,573300,1376,0.0024001395429966857,5195,0.009061573347287633,735,807,130,0.00022675736961451248,564972,8328,564842,130,0.999769900101244,511757,511631,126,0,0,130,3819,0.30000001192092896,0.45199998915195483,0.5159999847412109,0.636149972081184,0.8050000071525574,0,0,0,0,0,9530,0,0,25,9555,0,61543,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170601-S083622-E100854.018509.V07A,2A.GPM.DPR.V9-20211125.20170601-S083622-E100854.018509.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170601-S083622-E100854.018509.V07A.nc,81760033,2017-06-01,2017-06-01T09:37:08,2017-06-01T09:40:47,018509,314,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,17.142179489135742,30.782390594482422,102.34674835205078,110.84140014648438,923160,2901,0.003142467177953984,12626,0.013676935742449846,1485,1073,5641,0.006110533385328654,889121,34039,883480,5641,0.993655531699285,800220,795710,4510,674,674,4967,9725,1.125,8.125,15.430000305175781,42.927998352050935,79.33499908447266,2996,961,473,224,38,15188,68,108,22,15386,0,122940,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170601-S222920-E000152.018518.V07A,2A.GPM.DPR.V9-20211125.20170601-S222920-E000152.018518.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170601-S222920-E000152.018518.V07A.nc,165838225,2017-06-01,2017-06-01T22:57:45,2017-06-01T23:05:10,018518,637,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,18.18129539489746,44.3836669921875,104.56797790527344,122.24927520751953,1872780,32939,0.017588291203451553,103664,0.05535300462414165,9316,8671,113662,0.06069159217847264,1843056,29724,1729394,113662,0.9383296004028092,1669538,1581256,88282,15825,15825,97837,70725,0.675000011920929,2.305000066757202,3.430000066757202,6.4669500112533544,40.07499694824219,38475,2372,245,19,0,25697,4268,424,824,31213,0,203242,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170609-S044735-E062008.018631.V07A,2A.GPM.DPR.V9-20211125.20170609-S044735-E062008.018631.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170609-S044735-E062008.018631.V07A.nc,50782943,2017-06-09,2017-06-09T05:44:36,2017-06-09T05:46:52,018631,195,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,34.707576751708984,43.30021667480469,116.34439086914062,124.39232635498047,573300,1951,0.00340310483167626,6370,0.011111111111111112,1005,1139,0,0.0,564378,8922,564378,0,1.0,510955,510955,0,0,0,0,4419,,,,,,0,0,0,0,0,9555,0,0,0,9555,0,62345,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170609-S062009-E075240.018632.V07A,2A.GPM.DPR.V9-20211125.20170609-S062009-E075240.018632.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170609-S062009-E075240.018632.V07A.nc,81760033,2017-06-09,2017-06-09T07:20:58,2017-06-09T07:24:37,018632,314,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,16.922229766845703,30.56637954711914,101.83453369140625,110.30266571044922,923160,18953,0.020530568915464276,60381,0.0654068633822956,2637,2462,43311,0.04691602755751982,880597,42563,837286,43311,0.9508163212002766,791170,754778,36392,13932,13932,29379,41428,0.5600000023841858,2.5199999809265137,4.105000019073486,10.649499702453621,195.3000030517578,12536,1701,511,120,21,13391,891,539,565,15386,0,131990,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170609-S201305-E214537.018641.V07A,2A.GPM.DPR.V9-20211125.20170609-S201305-E214537.018641.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170609-S201305-E214537.018641.V07A.nc,155426065,2017-06-09,2017-06-09T20:42:03,2017-06-09T20:49:00,018641,597,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,20.082759857177734,44.637725830078125,104.80242919921875,121.85240173339844,1755180,78001,0.04444045624950148,154431,0.08798584760537381,9091,9433,122801,0.06996490388450187,1713569,41611,1590768,122801,0.9283361218602811,1549329,1451103,98226,61524,61524,61277,76430,0.8450000286102295,4.755000114440918,7.875,19.990001678466797,117.30000305175781,54186,11574,4153,1225,194,23785,3083,1595,790,29253,0,205851,True,0,0,ok,0,,test
2A.GPM.DPR.V9-20211125.20170611-S043637-E060909.018662.V07A,2A.GPM.DPR.V9-20211125.20170611-S043637-E060909.018662.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170611-S043637-E060909.018662.V07A.nc,100501921,2017-06-11,2017-06-11T05:34:17,2017-06-11T05:38:47,018662,386,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,24.95595359802246,41.160221099853516,112.13045501708984,123.96110534667969,1134840,46799,0.04123841246343097,87512,0.07711395439004617,5334,6351,75706,0.06671072574107363,1121798,13042,1046092,75706,0.9325136967618056,1017528,954700,62828,36427,36427,39279,40713,1.0324999690055847,5.305000305175781,8.300000190734863,23.788750839233327,299.2699890136719,38581,8270,2796,979,280,16077,1890,546,401,18914,0,117312,True,0,0,ok,0,,test
